"FROM_NODE","TO_NODE","EDGE_LENGTHKM","FROM_NODETYPE","TO_NODETYPE","FROM_COMID","TO_COMID","TO_LEVELPATHI","FROM_NODE_NAME","TO_NODE_NAME","FROM_LEVELPATHI"
"Point.545","Point.09237450",31.2722549396998,"dam","gage",1358322,1357658,760002305,"CO01035 WHITELEY-NELSON","09237450 YAMPA RIVER ABOVE STAGECOACH RESERVOIR, CO",760042601
"Point.546","Point.224",0.173102350286717,"dam","dam",3179856,3179856,760052122,"CO01049 WHALE","CO00829 TWIN BASIN",760052122
"Point.547","Point.562",0.98678566947005,"dam","dam",1234261,1234667,760029592,"CO02597 LITTLE H O","CO00709 HANKISON",760029592
"Point.548","Point.09257000",102.01851106037,"dam","gage",18279121,18276331,760002987,"CO02179 BOYER","09257000 LITTLE SNAKE RIVER NEAR DIXON, WY",760022858
"Point.549","Point.09343300",16.8816246985256,"dam","gage",17037115,17037043,760012865,"CO02136 SLESINGER","09343300 RIO BLANCO BEL BLANCO DIVN DAM, NR PAGOSA SPGS, CO",760038385
"Point.550","Point.09249500",2.71790493678353,"dam","gage",1355916,1355470,760007984,"CO02135 SULLIVAN","09249500 WILLIAMS FORK AT HAMILTON, CO.",760032274
"Point.551","Point.552",7.41553477295221,"dam","dam",1312137,1312107,760025373,"CO02547 BUMGARNER","CO02697 GRIGGS #3",760084379
"Point.552","Point.488",0.300584953767093,"dam","dam",1312107,1312093,760025373,"CO02697 GRIGGS #3","CO00876 GRIGGS",760025373
"Point.553","Point.318",7.44174982381915,"dam","dam",1232885,1231469,760018234,"CO02115 CRAVEN","CO00702 MCELROY",760027299
"Point.554","Point.09235450",0.647489847617342,"dam","gage",3415644,3416488,760007197,"CO02605 HOUSE RESERVOIR","09235450 VERMILLION CREEK AT INK SPRINGS RANCH, CO.",760031414
"Point.555","Point.09179500",371.725872876554,"dam","gage",18370874,18370840,760003635,"CO00298 CRAIG #1","09179500 DOLORES RIVER AT GATEWAY, CO.",760011305
"Point.556","Point.1319",1.17526886552742,"dam","dam",3232607,3232613,760016934,"CO00484 G.H. AND S. #2","CO01355 JOE KING #2",760016934
"Point.557","Point.09172500",52.8396769195613,"dam","gage",18377332,18375594,760007406,"CO00194 WOODS LAKE","09172500 SAN MIGUEL RIVER NEAR PLACERVILLE, CO",760017653
"Point.558","Point.213",1.16831428186598,"dam","dam",1336548,1336778,760025313,"CO00555 COLUMBINE","CO00628 ELLA",760025313
"Point.559","Point.696",8.36419452671684,"dam","dam",24649954,3230453,760011409,"CO00622 RIM ROCK #1","CO00639 WARD CREEK",760026749
"Point.560","Point.09041090",45.4677992199135,"dam","gage",1232853,1231205,760009650,"CO00705 PARSONS","09041090 MUDDY CREEK ABOVE ANTELOPE CREEK NR. KREMMLING, CO",760036899
"Point.561","Point.09135950",35.8483548071307,"dam","gage",1338046,1337986,760008652,"CO00645 WEST #1","09135950 N.F. GUNNISON R BLW LEROUX CR, NR HOTCHKISS, CO",760032396
"Point.562","Point.580",3.52173900318377,"dam","dam",1234667,1234189,760029592,"CO00709 HANKISON","CO01656 GRANBY DIKE 3",760029592
"Point.563","Point.09261000",4.08601222075377,"dam","gage",10041758,1374334,760000231,"CO01010 COVE","09261000 GREEN RIVER NEAR JENSEN, UT",760066447
"Point.564","Point.09096500",10.75348117848,"dam","gage",3181346,3181210,760009023,"CO01038 KIRKENDALL","09096500 PLATEAU CREEK NEAR COLLBRAN, CO.",760041650
"Point.565","Point.09353800",1.75130246716923,"dam","gage",17034891,17034425,760007822,"CO01069 WOMMER #1","09353800 LOS PINOS RIVER NEAR IGNACIO, CO",760038411
"Point.566","Point.90",3.33292515973166,"dam","dam",16963027,16965437,760026087,"CO01083 WALLACE NO. 1","CO02883 BAUER LAKE #2 - WEST DAM",760064907
"Point.567","Point.09150500",76.0067796335408,"dam","gage",3232255,3231791,760014933,"CO00633 TWIN LAKES","09150500 ROUBIDEAU CREEK AT MOUTH, NEAR DELTA, CO",760023517
"Point.568","Point.929",1.22161489342064,"dam","dam",3179402,3179402,760020323,"CO00873 MACK MESA","CO00831 UPPER HIGHLINE",760020323
"Point.569","Point.622",4.84880406253473,"dam","dam",9773777,9773747,760016806,"CO00795 MCDONOUGH #1","CO00796 MCDONOUGH #2",760039672
"Point.571","Point.09346400",105.463997171836,"dam","gage",17041273,17034995,760000974,"NM00331 CROWLEY IRRIGATION SYSTEM","09346400 SAN JUAN RIVER NEAR CARRACAS, CO.",760019870
"Point.572","Point.701",8.00388717241303,"dam","dam",3082687,945040064,720010584,"NM00112 STANFORD DETENTION DAM 1","NM00119 ROUND MOUNTAIN DETENTION DAM 3",720020019
"Point.573","Point.625",5.07399910188702,"dam","dam",3078511,3078429,720010584,"NM00110 ANTELOPE CANYON DETENTION DAM","NM00117 HORSESHOE TERRACE DETENTION DAM",720010584
"Point.574","Point.09296000",34.0634141681217,"dam","gage",11976899,11975769,760004667,"UT00014 ATWOOD LAKE","09296000 UINTA R ABOVE CLOVER C NEAR NEOLA UTAH",760030769
"Point.575","Point.09330500",28.2116081574244,"dam","gage",4892881,4894903,760005721,"UT00136 HENNINGSON","09330500 MUDDY CREEK NEAR EMERY, UT",760049304
"Point.576","Point.09330500",27.3678990352074,"dam","gage",4893455,4894903,760005721,"UT00056 BRUSH- INACTIVE","09330500 MUDDY CREEK NEAR EMERY, UT",760049306
"Point.577","Point.820",993.549808484029,"dam","dam",4931498,3528927,720000024,"UT10139 CRESCENT WASH DAM","AZ10307 GLEN CANYON",760022032
"Point.578","Point.09314340",8.69452992534705,"dam","gage",3908257,3908507,760010556,"UT00126 GRASSY TRAIL","09314340 GRASSY TRAIL CREEK AT SUNNYSIDE, UTAH",760010556
"Point.579","Point.09409880",18.9622573618143,"dam","gage",10025168,10025012,720003752,"UT00618 BAKER","09409880 SANTA CLARA RIVER AT GUNLOCK, UT",720003752
"Point.580","Point.09019500",4.42436161282005,"dam","gage",1234189,1234513,720000024,"CO01656 GRANBY DIKE 3","09019500 COLORADO RIVER NEAR GRANBY, CO",760029592
"Point.581","Point.09019000",0.229285019811016,"dam","gage",1234505,1234505,720000024,"CO01656 GRANBY DIKE 2","09019000 COLORADO RIVER BELOW LAKE GRANBY, CO.",720000024
"Point.582","Point.09215550",33.0305039221214,"dam","gage",18301696,18303090,760005169,"WY01387 BIG SANDY","09215550 BIG SANDY RIVER BELOW FARSON, WY",760005169
"Point.583","Point.582",1.70392249183179,"dam","dam",18303140,18301696,760005169,"WY01387 BIG SANDY DIKE","WY01387 BIG SANDY",760005169
"Point.584","Point.09399400",89.6312401886787,"dam","gage",21745947,21746325,720007068,"AZ00089 TREMAINE RESERVOIR","09399400 JACKS CANYON CREEK NEAR WINSLOW, AZ",720024292
"Point.585","Point.09129500",9.4637666898364,"dam","gage",3251629,3252185,760015266,"CO00603 ONION VALLEY","09129500 IRON CREEK NEAR CRAWFORD, CO.",760016928
"Point.586","Point.814",6.87403355127785,"dam","dam",3230435,3230465,760017469,"CO00583 KNOX","CO00554 COLE #5",760035634
"Point.587","Point.5",1.51478608084664,"dam","dam",3230567,3230577,760011409,"CO00572 HOTEL LAKE DAM","CO00331 ALEXANDER LAKE",760041454
"Point.588","Point.09126000",0.807229110484229,"dam","gage",3253985,3253985,760016926,"CO00217 BEAVER LAKE","09126000 CIMARRON RIVER NEAR CIMARRON, CO",760016926
"Point.589","Point.620",1.34281043732971,"dam","dam",2522090,2522284,760014030,"CO00318 THOMPSON NO. 1","CO00322 THOMPSON #2",760014030
"Point.590","Point.425",0.25393815129905,"dam","dam",3230385,3230433,760017469,"CO00632 TRIO","CO00476 CEDAR MESA",760035638
"Point.591","Point.09129500",1.72255355420958,"dam","gage",3252147,3252185,760015266,"CO00414 BOTTLE STOMP","09129500 IRON CREEK NEAR CRAWFORD, CO.",760075416
"Point.592","Point.535",1.18690464624992,"dam","dam",3230593,3230583,760021209,"CO00568 DONNELLY #1","CO00582 KISER SLOUGH",760021209
"Point.594","Point.09392500",7.96864487368021,"dam","gage",21755168,21755360,720008350,"AZ00023 JAQUES","09392500 SHOW LOW CREEK AT SHOW LOW ARIZ",720008350
"Point.595","Point.09425000",34.7452739309652,"dam","gage",21391570,21389684,720006511,"AZ00123 BILLINGSLEY #3","09425000 DATE CREEK NEAR CONGRESS ARIZ",720006511
"Point.596","Point.541",2.30453536614109,"dam","dam",3078493,3078455,720025852,"AZ20018 OLNEY DRAW DETENTION DAM","AZ20036 STATE LINE DETENTION DAM",720100329
"Point.597","Point.09439000",294.249102078271,"dam","gage",3078459,3078075,720000771,"AZ10345 BIG TANK DETENTION DAM","09439000 GILA RIVER AT DUNCAN, AZ",720061120
"Point.598","Point.1003",4.28448604864308,"dam","dam",21306453,21306407,720004050,"AZ20026 SAN SIMON FAN DROP STRUCTURE DETENTION DAM","AZ20027 SANDS DRAW DETENTION DAM",720004050
"Point.599","Point.09504000",245.351663794174,"dam","gage",20449342,20452548,720001890,"AZ82404 SCHOLZ DAM","09504000 VERDE RIVER NEAR CLARKDALE, AZ",720007774
"Point.600","Point.09439000",2.06068401019782,"dam","gage",3078487,3078075,720000771,"AZ20023 ROUND MOUNTAIN DETENTION DAM 2","09439000 GILA RIVER AT DUNCAN, AZ",720100330
"Point.601","Point.09070500",2.23746799001847,"dam","gage",1235469,1236065,720000024,"CO02889 HEART LAKE NORTH DIKE","09070500 COLORADO RIVER NEAR DOTSERO, CO",760085150
"Point.602","Point.09238900",5.04842607860634,"dam","gage",1357178,1358214,760018831,"CO01020 FISH CREEK","09238900 FISH CR AT UPPER STA NR STEAMBOAT SPRINGS, CO",760027059
"Point.603","Point.09060770",32.3652730185898,"dam","gage",1232883,1237327,760012582,"CO02076 E.M. CURRY","09060770 ROCK CREEK AT MCCOY, CO.",760036914
"Point.604","Point.09259700",149.504743441377,"dam","gage",18279797,18276337,760002987,"CO01911 MARTIN CULL","09259700 LITTLE SNAKE RIVER NEAR BAGGS, WY.",760033404
"Point.605","Point.09121800",45.8472036232587,"dam","gage",3253701,3254027,760012750,"CO02622 MILL CREEK NO 2","09121800 CEBOLLA CREEK NEAR POWDERHORN, CO.",760041214
"Point.606","Point.1099",7.38936848923683,"dam","dam",18377702,18377574,760015032,"CO02616 PRIEST","CO02226 CUSHMAN",760015032
"Point.607","Point.09140200",3.85478803104345,"dam","gage",3230457,3233445,760021209,"CO00574 HOWARD","09140200 KISER CREEK NEAR GRAND MESA, CO.",760021209
"Point.608","Point.09081000",64.3535915379308,"dam","gage",1327521,1325991,760008871,"CO00685 WILDCAT","09081000 ROARING FORK RIVER NEAR EMMA, CO",760032439
"Point.609","Point.749",4.44072107324103,"dam","dam",3180954,3181230,760031824,"CO01043 MONUMENT #2","CO01042 MONUMENT #1",760052002
"Point.610","Point.486",0.498293196255929,"dam","dam",3229745,24649952,760026749,"CO00577 ISLAND LAKE","CO00587 LITTLE GEM",760026749
"Point.611","Point.09126500",6.26234717981654,"dam","gage",3253385,3253959,760016926,"CO00933 HIGH PARK LAKE","09126500 CIMARRON RIVER AT CIMARRON, CO.",760041229
"Point.612","Point.09021000",0.375402062413571,"dam","gage",1234571,1234173,760011978,"CO01670 WILLOW CREEK","09021000 WILLOW CREEK BELOW WILLOW CREEK RESERVOIR, CO.",760011978
"Point.613","Point.09060700",2.76634774425413,"dam","gage",1232925,1232783,760013532,"CO00938 STERNER","09060700 EGERIA CREEK NEAR TOPONAS, CO.",760055278
"Point.614","Point.09041000",35.4388273393877,"dam","gage",1232827,1232679,760009650,"CO00704 MUDDY CREEK","09041000 MUDDY CREEK NEAR KREMMLING, CO.",760009650
"Point.615","Point.09070500",240.101877756988,"dam","gage",1235473,1236065,720000024,"CO00925 HEART LAKE","09070500 COLORADO RIVER NEAR DOTSERO, CO",760013035
"Point.616","Point.09244405",17.6752391832641,"dam","gage",1357208,1356628,760002305,"CO01026 MURPHY","09244405 GIBRALTAR CANAL NEAR HAYDEN, CO.",760002305
"Point.617","Point.334",5.5757771819308,"dam","dam",3178596,3178454,760017494,"CO00914 BULL BASIN #2","CO02651 SCHORN FISH POND",760052124
"Point.618","Point.09144200",54.6891665622606,"dam","gage",3231227,3233457,760011409,"CO00616 PORTER #1","09144200 TONGUE CREEK AT CORY, CO",760023508
"Point.619","Point.09129500",9.71865731780625,"dam","gage",3252143,3252185,760015266,"CO00636 TYLER","09129500 IRON CREEK NEAR CRAWFORD, CO.",760015266
"Point.620","Point.460",2.06025719278207,"dam","dam",2522284,2522042,760014030,"CO00322 THOMPSON #2","CO00325 THOMPSON NO. 3",760014030
"Point.621","Point.09244400",161.667946440341,"dam","gage",1356342,1356628,760002305,"CO01015 SHERIFF","09244400 YAMPA RIVER NEAR HAYDEN, CO.",760013014
"Point.622","Point.09118450",39.3071871743363,"dam","gage",9773747,9773615,760012272,"CO00796 MCDONOUGH #2","09118450 COCHETOPA CREEK BELOW ROCK CREEK NEAR PARLIN, CO",760016806
"Point.623","Point.701",8.42134345503774,"dam","dam",3083149,945040064,720010584,"NM00668 STANFORD DETENTION DAM 4","NM00119 ROUND MOUNTAIN DETENTION DAM 3",720047324
"Point.624","Point.09356565",118.561022644318,"dam","gage",17023849,17021569,760007370,"NM00044 NAGEEZI DAM","09356565 CANON LARGO NR BLANCO, NM",760027860
"Point.625","Point.701",2.88214077145567,"dam","dam",3078429,945040064,720010584,"NM00117 HORSESHOE TERRACE DETENTION DAM","NM00119 ROUND MOUNTAIN DETENTION DAM 3",720010584
"Point.626","Point.09329500",1.37849040928007,"dam","gage",4901471,4901313,760004298,"UT00208 MILL MEADOW","09329500 FREMONT RIVER NEAR FREMONT, UTAH",760004298
"Point.627","Point.09337500",6.94556998877465,"dam","gage",3277817,3278571,760004710,"UT00325 WIDE HOLLOW","09337500 ESCALANTE RIVER NEAR ESCALANTE, UT",760035346
"Point.628","Point.09376900",4.65841377711223,"dam","gage",3272682,3272682,760024899,"UT00218 MONTICELLO LAKE","09376900 SPRING CREEK ABV DIVERSIONS, NR MONTICELLO, UTAH",760024899
"Point.629","Point.09330500",26.618343192242,"dam","gage",4892877,4894903,760005721,"UT00158 JULIUS FLAT","09330500 MUDDY CREEK NEAR EMERY, UT",760040179
"Point.630","Point.09378490",17.7028961507607,"dam","gage",3272668,3272766,760014002,"UT00283 SNYDER NO. 2","09378490 COAL BED CANYON NEAR DOVE CREEK, CO",760028779
"Point.631","Point.1118",30.0177546310672,"dam","dam",3199608,3199106,760008941,"UT00068 CHINA LAKE","UT10156 STATELINE DIKE A",760041484
"Point.632","Point.09196000",36.292790124604,"dam","gage",24708496,18329262,760004697,"WY01192 WILLOW LAKE","09196000 NEW FORK RIVER NR PINEDALE WYO",760013837
"Point.633","Point.09223385",67.7035847665561,"dam","gage",3192576,3192982,760004514,"WY01249 PHILLIP","09223385 Hams Fork below Viva Naughton Reservoir, WY",760031808
"Point.634","Point.09401000",455.162352796012,"dam","gage",20525185,21743801,720001918,"AZ00047 ASHURST LAKE","09401000 LITTLE COLO. RIVER AT GRAND FALLS, ARIZ.",720033310
"Point.635","Point.09258980",148.33844166679,"dam","gage",18272692,18272390,760010123,"WY01475 LITTLE ROBBER DET. DAM","09258980 MUDDY CREEK BELOW YOUNG DRAW, NEAR BAGGS, WY",760025817
"Point.636","Point.09258980",151.572533162562,"dam","gage",18272298,18272390,760010123,"WY01466 DETENTION 1492 #6 DAM","09258980 MUDDY CREEK BELOW YOUNG DRAW, NEAR BAGGS, WY",760030213
"Point.637","Point.09258980",156.49633636914,"dam","gage",18272338,18272390,760010123,"WY01462 DETENTION 1492 #2 DAM","09258980 MUDDY CREEK BELOW YOUNG DRAW, NEAR BAGGS, WY",760027760
"Point.638","Point.644",6.03171737764733,"dam","dam",18272656,18272684,760030213,"WY01469 DETENTION 1493 #1 DAM","WY01470 DETENTION 1592 #1 DAM",760030213
"Point.639","Point.09258980",2.21231831880162,"dam","gage",18272364,18272390,760010123,"WY01461 DETENTION 1392 #4 DAM","09258980 MUDDY CREEK BELOW YOUNG DRAW, NEAR BAGGS, WY",760030210
"Point.640","Point.09258980",2.09901411111569,"dam","gage",18272336,18272390,760010123,"WY01463 DETENTION DAM 1492 NO. 3","09258980 MUDDY CREEK BELOW YOUNG DRAW, NEAR BAGGS, WY",760038173
"Point.641","Point.09204000",17.3775276037524,"dam","gage",18332274,18331610,760011163,"WY01194 SILVER LAKE","09204000 SILVER CREEK NEAR BIG SANDY, WY",760037490
"Point.642","Point.637",0.780470754343424,"dam","dam",18272700,18272338,760027760,"WY01464 DETENTION DAM 1492 NO. 4","WY01462 DETENTION 1492 #2 DAM",760027760
"Point.643","Point.09223385",74.0000769107746,"dam","gage",3192596,3192982,760004514,"WY01264 DAVIS NO. 2","09223385 Hams Fork below Viva Naughton Reservoir, WY",760051930
"Point.644","Point.636",1.03139501473274,"dam","dam",18272684,18272298,760030213,"WY01470 DETENTION 1592 #1 DAM","WY01466 DETENTION 1492 #6 DAM",760030213
"Point.645","Point.09201500",35.6963866547087,"dam","gage",18332580,18329090,760008735,"WY01218 DIVIDE LAKE","09201500 BOULDER CREEK ABOVE BOULDER LAKE NR BOULDER WYO",760017133
"Point.646","Point.1317",0.308787836166921,"dam","dam",3176056,3175704,760052252,"CO00698 BARTON PORTER EAST","CO02861 BARTON PORTER WEST",760052252
"Point.647","Point.509",0.675069383673156,"dam","dam",3230417,3230417,760035629,"CO00620 REED","CO00601 EGGLESTON",760035629
"Point.648","Point.09086470",29.6997552604974,"dam","gage",3174900,3175146,760014315,"CO00695 MEADOW CREEK","09086470 MAIN ELK CREEK NEAR NEW CASTLE, CO.",760041804
"Point.649","Point.861",0.445258217473782,"dam","dam",3230415,3230581,760023509,"CO00612 PEDRO","CO00581 KISER",760023509
"Point.650","Point.426",1.32007095092419,"dam","dam",20527801,20526367,720027273,"AZ00040 KINNIKINICK","AZ00104 MORTON",720027273
"Point.651","Point.09456700",0.794936244316137,"dam","gage",21308579,21308399,720010651,"AZ20015 HX DETENTION DAM","09456700 GOLD GULCH BL HX DET DAM NEAR BOWIE ARIZ",720010651
"Point.652","Point.662",3.90080223234618,"dam","dam",945070422,20416400,720009188,"AZ10003 MCMICKEN","AZ00108 WHITE TANKS #3",720024068
"Point.653","Point.09493500",82.1409465096574,"dam","gage",20487588,20488212,720005849,"AZ10419 DAVIS (HAWLEY LAKE)","09493500 WHITE R AT FORT APACHE ARIZ",720018757
"Point.655","Point.370",12.6858362040454,"dam","dam",21755400,25208275,720008350,"AZ00051 FOOL HOLLOW","AZ00012 LONE PINE",720008350
"Point.656","Point.09467100",488.914370721666,"dam","gage",21331243,21318917,720000771,"AZ00071 CLUFF RANCH #3","09467100 GILA RIVER NEAR CALVA, ARIZ.",720041788
"Point.657","Point.901",5.34386457686713,"dam","dam",20486520,20486032,720015358,"AZ10418 BOG TANK","AZ10429 SHUSH BEZAHZE (LITTLE BEAR)",720015358
"Point.658","Point.09394000",182.071292529073,"dam","gage",21754718,21754076,720006311,"AZ00059 MILLET SWALE","09394000 SILVER CR NR WOODRUFF ARIZ",720017516
"Point.659","Point.897",33.962731031372,"dam","dam",21741030,21739376,720007309,"AZ00043 WOODS CANYON","AZ00046 CHEVELON CANYON",720007309
"Point.660","Point.173",1.22671453416771,"dam","dam",20585802,20585798,720023332,"AZ00154 SHEEP SPRINGS #1","AZ00298 SHEEP SPRINGS #2 (SUNNYSIDE)",720023332
"Point.661","Point.09481740",135.019351022011,"dam","gage",945050151,15905049,720003679,"AZ00028 PENA BLANCA","09481740 SANTA CRUZ RIVER AT TUBAC, AZ.",720015451
"Point.662","Point.09517000",195.327681788253,"dam","gage",20416400,20405291,720001042,"AZ00108 WHITE TANKS #3","09517000 HASSAYAMPA RIVER NEAR ARLINGTON, AZ",720009188
"Point.664","Point.09489100",60.6652096370828,"dam","gage",20495263,20493981,720001660,"AZ10155 SIERRA BLANCA DAM","09489100 BLACK RIVER NEAR MAVERICK, ARIZ.",720027349
"Point.665","Point.371",0.909145744708118,"dam","dam",15893732,945050131,720027786,"AZ00132 LOWER ROSE CANYON","AZ82410 SYCAMORE DAM",720095177
"Point.666","Point.668",6.27627961306592,"dam","dam",20657250,20657224,720017759,"AZ20006 CHRISTMAN DETENTION DAM","AZ20035 ZUMWALT DETENTION DAM",720017759
"Point.667","Point.09439000",2.23967180710425,"dam","gage",3078457,3078075,720000771,"AZ20012 GRAYHORSE DETENTION DAM","09439000 GILA RIVER AT DUNCAN, AZ",720100334
"Point.668","Point.09408195",110.30382410874,"dam","gage",20657224,20653582,720005250,"AZ20035 ZUMWALT DETENTION DAM","09408195 FORT PEARCE WASH NEAR ST. GEORGE, UT",720017759
"Point.669","Point.09371400",7.21578635267436,"dam","gage",3262589,3262731,760021181,"CO02746 MCGECHIE","09371400 HARTMAN DRAW AT CORTEZ, CO.",760075096
"Point.670","Point.671",1.11010020056127,"dam","dam",3263045,3263047,760018042,"CO02876 NARRAGUINNEP - DAM 3","CO02875 NARRAGUINNEP - DAM 2",760031591
"Point.671","Point.138",0.445540138313918,"dam","dam",3263047,3262333,760018042,"CO02875 NARRAGUINNEP - DAM 2","CO01089 NARRAGUINNEP - MAIN DAM",760018042
"Point.672","Point.09163490",60.0210674008467,"dam","gage",3177840,3177958,760010848,"CO01257 SIX AND FIFTY DETENTION DAM - FDSA","09163490 SALT CREEK NEAR MACK, CO.",760052075
"Point.673","Point.09237450",38.4323201803519,"dam","gage",1356852,1357658,760002305,"CO01018 ALLEN BASIN","09237450 YAMPA RIVER ABOVE STAGECOACH RESERVOIR, CO",760023749
"Point.674","Point.09054500",6.99996224841919,"dam","gage",1313361,1313323,760019635,"CO00879 UPPER BLACK CREEK RES","09054500 BLACK CREEK ABOVE GREEN MOUNTAIN RESERVOIR, CO.",760019635
"Point.675","Point.09348500",7.04787400766654,"dam","gage",17029412,17030746,760019883,"CO01099 WILLIAMS CREEK","09348500 WILLIAMS C NR BRIDGE RA STA, NR PAGOSA SPGS, CO.",760019883
"Point.676","Point.09096500",4.90526758864547,"dam","gage",3181350,3181210,760009023,"CO00948 COLBY HORSE PARK","09096500 PLATEAU CREEK NEAR COLLBRAN, CO.",760023561
"Point.677","Point.09120500",124.664539215318,"dam","gage",3254235,3254155,760003236,"CO00932 SODERQUIST","09120500 GUNNISON RIVER AT IOLA, CO.",760019428
"Point.678","Point.679",0.656804462799259,"dam","dam",18278709,18278703,760027729,"CO01856 UPPER COGDILL","CO01857 LOWER COGDILL",760027729
"Point.679","Point.09257000",3.1307942116158,"dam","gage",18278703,18276331,760002987,"CO01857 LOWER COGDILL","09257000 LITTLE SNAKE RIVER NEAR DIXON, WY",760027729
"Point.680","Point.14",0.612561265984935,"dam","dam",3230413,3230623,760011409,"CO00640 WARD LAKE","CO01884 SHEEP LAKE",760011409
"Point.681","Point.09244490",142.922092870851,"dam","gage",1355150,1352678,760002305,"CO01017 KOWACH","09244490 YAMPA RIVER ABOVE ELKHEAD CREEK NEAR HAYDEN, CO",760053757
"Point.682","Point.728",53.949865784512,"dam","dam",3232771,3232471,760016030,"CO00406 BEAVER-HUFFINGTON","CO20014 TATUM RESERVOIR - FDSA",760031692
"Point.683","Point.772",39.6813129668604,"dam","dam",1336652,1338026,760010217,"CO00631 TOMAHAWK","CO01691 PAONIA",760042936
"Point.684","Point.09117000",70.7073600147383,"dam","gage",9772977,9773305,760008241,"CO00794 HOT SPRINGS CREEK","09117000 TOMICHI CREEK AT PARLIN, CO.",760020050
"Point.685","Point.814",10.0762677942978,"dam","dam",3230445,3230465,760017469,"CO00594 MARCOT PARK","CO00554 COLE #5",760026750
"Point.686","Point.09174600",1.7678203462452,"dam","gage",18375926,18375940,760007406,"CO00867 NUCLA DOMESTIC","09174600 SAN MIGUEL RIVER AT BROOKS BRIDGE NEAR NUCLA CO",760037136
"Point.687","Point.09237450",31.2056898103001,"dam","gage",1357968,1357658,760002305,"CO01023 LAKE CREEK","09237450 YAMPA RIVER ABOVE STAGECOACH RESERVOIR, CO",760027063
"Point.688","Point.09163050",3.2185361680817,"dam","gage",3177414,3177732,760026832,"CO01256 BADGER DETENTION","09163050 BADGER WASH NEAR MACK, CO.",760026832
"Point.689","Point.1319",13.7161991993826,"dam","dam",3232629,3232613,760016934,"CO01051 MIRROR LAKE #1","CO01355 JOE KING #2",760032705
"Point.690","Point.09134000",9.1898279615409,"dam","gage",1337968,1337948,760018858,"CO00397 BEAVER","09134000 MINNESOTA CREEK NEAR PAONIA, CO.",760018858
"Point.691","Point.09141200",9.05608805125779,"dam","gage",3230459,3233453,760023509,"CO00722 LITTLE GROUSE","09141200 YOUNGS CREEK NEAR GRAND MESA, CO.",760023509
"Point.692","Point.09134500",11.6872880547339,"dam","gage",1337088,1337924,760016555,"CO00721 GRAY","09134500 LEROUX CREEK NEAR CEDAREDGE, CO.",760054331
"Point.693","Point.09106000",7.42030848649577,"dam","gage",3179340,3179652,720000024,"CO01045 PALISADE CABIN","09106000 COLORADO RIVER NEAR PALISADE, CO.",760031845
"Point.694","Point.696",9.09828063458238,"dam","dam",3230441,3230453,760011409,"CO00723 GREENWOOD","CO00639 WARD CREEK",760031727
"Point.694","Point.09139200",13.4016669990631,"dam","gage",3230441,3233447,760011409,"CO00723 GREENWOOD","09139200 WARD CREEK NEAR GRAND MESA, CO.",760031727
"Point.695","Point.09359100",13.0353450730419,"dam","gage",24652713,17014189,760022959,"CO01059 DUCK SLOUGH","09359100 LIME CREEK NEAR SILVERTON, CO.",760046543
"Point.696","Point.09139200",4.29516211382946,"dam","gage",3230453,3233447,760011409,"CO00639 WARD CREEK","09139200 WARD CREEK NEAR GRAND MESA, CO.",760011409
"Point.697","Point.09066000",7.13953011061216,"dam","gage",1319726,1320274,760025358,"CO00666 BLACK LAKE #2","09066000 BLACK GORE CREEK NEAR MINTURN, CO.",760025358
"Point.698","Point.09244490",0.0825472455541087,"dam","gage",1356392,1352678,760002305,"CO01019 BURNT MESA","09244490 YAMPA RIVER ABOVE ELKHEAD CREEK NEAR HAYDEN, CO",760053787
"Point.699","Point.09418200",0.0552165551611856,"dam","gage",20603442,20603440,720013911,"NV10002 MATHEWS CANYON DAM","09418200 MATHEWS CYN WASH NR CALIENTE, NV",720054558
"Point.700","Point.716",0,"dam","dam",20600566,20600566,720012486,"NV10001 PINE CANYON DAM","NV10001 PINE CANYON DAM SADDLE DIKE 1",720012486
"Point.700","Point.09418500",113.949670474503,"dam","gage",20600566,20598652,720002382,"NV10001 PINE CANYON DAM","09418500 MEADOW VALLEY WASH NR CALIENTE, NV",720012486
"Point.701","Point.09439000",289.695628899689,"dam","gage",945040064,3078075,720000771,"NM00119 ROUND MOUNTAIN DETENTION DAM 3","09439000 GILA RIVER AT DUNCAN, AZ",720010584
"Point.702","Point.703",0.144746383237793,"dam","dam",17039735,17039735,760038282,"NM00574 BLANCO RESERVOIR DAM","NM00573 BLOOMFIELD DAM NO. 1",760038282
"Point.703","Point.1289",196.373499606149,"dam","dam",17039735,17039025,760000974,"NM00573 BLOOMFIELD DAM NO. 1","NM00589 LEE/HAMMOND WATER TREATMENT POND",760038282
"Point.704","Point.09367676",41.6591454807398,"dam","gage",16975962,16975896,760001784,"NM00047 ALAMOS DETENTION DAM","09367676 CHACO WASH AT EB AT CHACO CANYON NATL MON, NM",760017800
"Point.705","Point.09326500",6.30721668368939,"dam","gage",4876847,4877531,760012093,"UT00334 WRIGLEY SPRINGS","09326500 FERRON CREEK (UPPER STATION) NEAR FERRON, UT",760040361
"Point.707","Point.1189",0.438520455160114,"dam","dam",3909027,3909027,760034966,"UT00501 U. S. STEEL CORP. TAILINGS (UPPER)","UT00502 U. S. STEEL CORP. TAILINGS (LOWER)",760034966
